month_date,lag_1,lag_2,lag_3,lag_6,lag_12,rolling_mean_3,rolling_std_3,month,quarter,revenue,series_id
2020-11-01,7.718225409531846,7.897295464694698,8.792653273189725,7.859036773867717,7.343627461964974,8.136058049138756,0.5756339873121717,11,4,6.906190446903344,338
2020-12-01,6.906190446903344,7.718225409531846,7.897295464694698,8.693841126857658,6.709954468884825,7.507237107043295,0.5281660126447477,12,4,6.354366487132443,338
2021-01-01,6.354366487132443,6.906190446903344,7.718225409531846,9.27388041069781,6.32305216901689,6.992927447855877,0.6860541309202954,1,1,6.156539083851395,338
2021-02-01,6.156539083851395,6.354366487132443,6.906190446903344,8.792653273189725,6.574965874879723,6.4723653392957265,0.3885062269324793,2,1,6.2441104494440305,338
2021-03-01,6.2441104494440305,6.156539083851395,6.354366487132443,7.897295464694698,6.976790976732336,6.251672006809289,0.09913023370588467,3,1,6.844295036834383,338
2021-04-01,6.844295036834383,6.2441104494440305,6.156539083851395,7.718225409531846,7.448751757842594,6.4149815233766025,0.3743658045896396,4,2,7.211708401211794,338
2021-05-01,7.211708401211794,6.844295036834383,6.2441104494440305,6.906190446903344,7.859036773867717,6.766704629163402,0.48844309042938905,5,2,7.437603322331603,338
2021-06-01,7.437603322331603,7.211708401211794,6.844295036834383,6.354366487132443,8.693841126857658,7.164535586792593,0.29945389666038424,6,2,7.763658203968817,338
2017-01-01,612493.8613843002,574901.7152684724,408682.6617232574,528153.7304014772,364977.30229919427,532026.0794586766,108459.63021506686,1,1,501957.13285823114,339
2017-02-01,501957.13285823114,612493.8613843002,574901.7152684724,501117.07478380966,524838.068451944,563117.5698370013,56202.683663451724,2,1,537495.0266602067,339
2017-03-01,537495.0266602067,501957.13285823114,612493.8613843002,431220.9799574202,454543.62468488683,550648.673634246,56430.097553076324,3,1,524163.2178256852,339
2017-04-01,524163.2178256852,537495.0266602067,501957.13285823114,408682.6617232574,475069.98530106066,521205.12578137434,17952.665690004753,4,2,524516.2540822227,339
2017-05-01,524516.2540822227,524163.2178256852,537495.0266602067,574901.7152684724,522483.7728309204,528724.8328560382,7597.261557403845,5,2,621528.4054944117,339
2017-06-01,621528.4054944117,524516.2540822227,524163.2178256852,612493.8613843002,551774.4949797193,556735.9591341065,56112.18216808527,6,2,577742.6113148,339
2017-07-01,577742.6113148,621528.4054944117,524516.2540822227,501957.13285823114,528153.7304014772,574595.7569638115,48582.57300344588,7,3,560066.5577759544,339
2017-08-01,560066.5577759544,577742.6113148,621528.4054944117,537495.0266602067,501117.07478380966,586445.8581950554,31641.7376409032,8,3,743391.4412592753,339
2017-09-01,743391.4412592753,560066.5577759544,577742.6113148,524163.2178256852,431220.9799574202,627066.8701166766,101126.97516394536,9,3,512354.4717548415,339
2017-10-01,512354.4717548415,743391.4412592753,560066.5577759544,524516.2540822227,408682.6617232574,605270.8235966903,121971.67521905254,10,4,650208.1794773833,339
2017-11-01,650208.1794773833,512354.4717548415,743391.4412592753,621528.4054944117,574901.7152684724,635318.0308305001,116236.00007954905,11,4,564090.3887896948,339
2017-12-01,564090.3887896948,650208.1794773833,512354.4717548415,577742.6113148,612493.8613843002,575551.0133406399,69637.78155237512,12,4,634494.5974755421,339
2018-01-01,634494.5974755421,564090.3887896948,650208.1794773833,560066.5577759544,501957.13285823114,616264.3885808735,45862.00884707973,1,1,664724.3624845726,339
2018-02-01,664724.3624845726,634494.5974755421,564090.3887896948,743391.4412592753,537495.0266602067,621103.1162499365,51636.20815345753,2,1,718032.7589100802,339
2018-03-01,718032.7589100802,664724.3624845726,634494.5974755421,512354.4717548415,524163.2178256852,672417.2396233983,42297.06104412685,3,1,647161.4062573094,339
2018-04-01,647161.4062573094,718032.7589100802,664724.3624845726,650208.1794773833,524516.2540822227,676639.5092173208,36907.522240806116,4,2,642285.6507425623,339
2018-05-01,642285.6507425623,647161.4062573094,718032.7589100802,564090.3887896948,621528.4054944117,669159.9386366507,42395.25526599838,5,2,651324.5977074673,339
2018-06-01,651324.5977074673,642285.6507425623,647161.4062573094,634494.5974755421,577742.6113148,646923.8849024463,4524.15216964973,6,2,601958.9323635515,339
2018-07-01,601958.9323635515,651324.5977074673,642285.6507425623,664724.3624845726,560066.5577759544,631856.3936045271,26283.441214010556,7,3,730210.2962130485,339
2018-01-01,259.9566511727881,246.11487014350456,234.76884751011482,225.6927501448096,220.6113832637276,246.9467896088025,12.614492888534977,1,1,273.3817890001641,340
2018-02-01,273.3817890001641,259.9566511727881,246.11487014350456,224.66263142102275,229.38807812993298,259.8177701054856,13.633989949646207,2,1,284.75978868504876,340
2018-03-01,284.75978868504876,273.3817890001641,259.9566511727881,227.4537662125038,234.71666788537885,272.69940961933366,12.415640894757036,3,1,291.10266427724804,340
2018-04-01,291.10266427724804,284.75978868504876,273.3817890001641,234.76884751011482,235.7772355479546,283.08141398748694,8.978867487915753,4,2,292.32050081442657,340
2018-05-01,292.32050081442657,291.10266427724804,284.75978868504876,246.11487014350456,233.731905092103,289.39431792557446,4.059547686477454,5,2,289.53362908063895,340
2018-06-01,289.53362908063895,292.32050081442657,291.10266427724804,259.9566511727881,229.39638133223312,290.9855980574378,1.397119139518374,6,2,284.56146852453026,340
2018-07-01,284.56146852453026,289.53362908063895,292.32050081442657,273.3817890001641,225.6927501448096,288.80519947319857,3.9304710644727305,7,3,279.9680219083265,340
2018-08-01,279.9680219083265,284.56146852453026,289.53362908063895,284.75978868504876,224.66263142102275,284.6877065044985,4.78405290150896,8,3,278.4977350111841,340
2018-09-01,278.4977350111841,279.9680219083265,284.56146852453026,291.10266427724804,227.4537662125038,281.0090751480136,3.163077601974783,9,3,282.27475557743287,340
2018-10-01,282.27475557743287,278.4977350111841,279.9680219083265,292.32050081442657,234.76884751011482,280.24683749898117,1.9038841061521197,10,4,291.1629507321309,340
2018-11-01,291.1629507321309,282.27475557743287,278.4977350111841,289.53362908063895,246.11487014350456,283.9784804402493,6.5022250899719705,11,4,306.0784780792828,340
2018-12-01,306.0784780792828,291.1629507321309,282.27475557743287,284.56146852453026,259.9566511727881,293.1720614629489,12.028370450014418,12,4,322.38710239705193,340
2019-01-01,322.38710239705193,306.0784780792828,291.1629507321309,279.9680219083265,273.3817890001641,306.5428437361552,15.61725450890621,1,1,339.03986757102416,340
2019-02-01,339.03986757102416,322.38710239705193,306.0784780792828,278.4977350111841,284.75978868504876,322.5018160157863,16.48099416653318,2,1,353.31798142217144,340
2019-03-01,353.31798142217144,339.03986757102416,322.38710239705193,282.27475557743287,291.10266427724804,338.2483171300825,15.480624450972464,3,1,361.33644347408836,340
2019-04-01,361.33644347408836,353.31798142217144,339.03986757102416,291.1629507321309,292.32050081442657,351.23143082242797,11.293785649826455,4,2,362.8538390186811,340
2019-05-01,362.8538390186811,361.33644347408836,353.31798142217144,306.0784780792828,289.53362908063895,359.1694213049803,5.1239763696042715,5,2,359.60316299615465,340
2019-06-01,359.60316299615465,362.8538390186811,361.33644347408836,322.38710239705193,284.56146852453026,361.2644818296414,1.6265323573606845,6,2,353.3689079512799,340
2019-07-01,353.3689079512799,359.60316299615465,362.8538390186811,339.03986757102416,279.9680219083265,358.60863665537187,4.820040593211003,7,3,347.5476289165605,340
2019-08-01,347.5476289165605,353.3689079512799,359.60316299615465,353.31798142217144,278.4977350111841,353.5065666213316,6.028945838048731,8,3,345.28805842167486,340
2019-09-01,345.28805842167486,347.5476289165605,353.3689079512799,361.33644347408836,282.27475557743287,348.734865096505,4.169194117600808,9,3,349.3767394798289,340
2019-10-01,349.3767394798289,345.28805842167486,347.5476289165605,362.8538390186811,291.1629507321309,347.40414227268803,2.0481136471238663,10,4,361.3020642351386,340
2019-11-01,361.3020642351386,349.3767394798289,345.28805842167486,359.60316299615465,306.0784780792828,351.9889540455475,8.320447358850787,11,4,379.6551814050003,340
2019-12-01,379.6551814050003,361.3020642351386,349.3767394798289,353.3689079512799,322.38710239705193,363.44466170665595,15.252509770450507,12,4,400.78564921377483,340
2020-01-01,400.78564921377483,379.6551814050003,361.3020642351386,347.5476289165605,339.03986757102416,380.58096495130457,19.758066126831157,1,1,421.00950232797805,340
2020-02-01,421.00950232797805,400.78564921377483,379.6551814050003,345.28805842167486,353.31798142217144,400.4834443155844,20.678816711806927,2,1,437.5951878643802,340
2020-03-01,437.5951878643802,421.00950232797805,400.78564921377483,349.3767394798289,361.33644347408836,419.79677980204434,18.434710625916054,3,1,448.02052179691617,340
2020-04-01,448.02052179691617,437.5951878643802,421.00950232797805,361.3020642351386,362.8538390186811,435.5417373297582,13.622088221393339,4,2,450.41763621464787,340
2020-05-01,450.41763621464787,448.02052179691617,437.5951878643802,379.6551814050003,359.60316299615465,445.3444486253147,6.817244394814156,5,2,446.2589841185674,340
2020-06-01,446.2589841185674,450.41763621464787,448.02052179691617,400.78564921377483,353.3689079512799,448.2323807100438,2.0874050788822327,6,2,437.57084136941654,340
2020-07-01,437.57084136941654,446.2589841185674,450.41763621464787,421.00950232797805,347.5476289165605,444.7491539008773,6.555129664128221,7,3,432.1301361860751,340
2020-08-01,432.1301361860751,437.57084136941654,446.2589841185674,437.5951878643802,345.28805842167486,438.6533205580197,7.126352985235262,8,3,429.146722414898,340
2020-09-01,429.146722414898,432.1301361860751,437.57084136941654,448.02052179691617,349.3767394798289,432.9492333234632,4.271373916002424,9,3,434.18568905567895,340
2020-10-01,434.18568905567895,429.146722414898,432.1301361860751,450.41763621464787,361.3020642351386,431.820849218884,2.5336811209699355,10,4,448.338572061723,340
2020-11-01,448.338572061723,434.18568905567895,429.146722414898,446.2589841185674,379.6551814050003,437.2236611774333,9.950061767445524,11,4,470.80342831983353,340
2023-01-01,45.32191696262287,38.99583178606531,51.32297526433789,58.169799676885525,48.06066559024779,45.21357467100869,6.1642858566579894,1,1,48.91529664679366,341
2023-02-01,48.91529664679366,45.32191696262287,38.99583178606531,57.906507753850704,50.98333632874768,44.41101513182728,5.022076501788496,2,1,52.07563741310592,341
2023-03-01,52.07563741310592,48.91529664679366,45.32191696262287,64.5233553825745,62.10803574704194,48.77095034084082,3.379173252860831,3,1,59.964899382490096,341
2023-04-01,59.964899382490096,52.07563741310592,48.91529664679366,51.32297526433789,48.1241652333228,53.651944480796566,5.690956697508465,4,2,64.57390287638756,341
2023-05-01,64.57390287638756,59.964899382490096,52.07563741310592,38.99583178606531,56.6277450565141,58.87147989066119,6.320469487031694,5,2,64.1941887945835,341
2023-06-01,64.1941887945835,64.57390287638756,59.964899382490096,45.32191696262287,64.04877085762166,62.910997017820385,2.558449560506267,6,2,58.18778956397679,341
2023-07-01,58.18778956397679,64.1941887945835,64.57390287638756,48.91529664679366,58.169799676885525,62.31862707831595,3.58244464345012,7,3,63.181409487337305,341
2023-08-01,63.181409487337305,58.18778956397679,64.1941887945835,52.07563741310592,57.906507753850704,61.85446261529919,3.2155557731545543,8,3,59.189276191025286,341
2023-09-01,59.189276191025286,63.181409487337305,58.18778956397679,59.964899382490096,64.5233553825745,60.18615841411313,2.6418536314068826,9,3,57.41492410301096,341
2023-10-01,57.41492410301096,59.189276191025286,63.181409487337305,64.57390287638756,51.32297526433789,59.928536593791186,2.9534670946594406,10,4,58.9634176869238,341
2023-11-01,58.9634176869238,57.41492410301096,59.189276191025286,64.1941887945835,38.99583178606531,58.52253932698668,0.9658476221725271,11,4,53.610548020586734,341
2023-12-01,53.610548020586734,58.9634176869238,57.41492410301096,58.18778956397679,45.32191696262287,56.66296327017383,2.754521235494321,12,4,54.460268011518295,341
2024-01-01,54.460268011518295,53.610548020586734,58.9634176869238,63.181409487337305,48.91529664679366,55.67807790634294,2.876734106786363,1,1,48.85024594355625,341
2024-02-01,48.85024594355625,54.460268011518295,53.610548020586734,59.189276191025286,52.07563741310592,52.30702065855376,3.023652524420128,2,1,63.504649366514606,341
2024-03-01,63.504649366514606,48.85024594355625,54.460268011518295,57.41492410301096,59.964899382490096,55.60505444052972,7.393969630498921,3,1,63.71043384275511,341
2024-04-01,63.71043384275511,63.504649366514606,48.85024594355625,58.9634176869238,64.57390287638756,58.68844305094199,8.520749882228417,4,2,65.2023711754215,341
2024-05-01,65.2023711754215,63.71043384275511,63.504649366514606,53.610548020586734,64.1941887945835,64.13915146156374,0.9265063046831287,5,2,73.00191177005144,341
2024-06-01,73.00191177005144,65.2023711754215,63.71043384275511,54.460268011518295,58.18778956397679,67.30490559607601,4.9898275281703715,6,2,65.10510196012322,341
2024-07-01,65.10510196012322,73.00191177005144,65.2023711754215,48.85024594355625,63.181409487337305,67.76979496853205,4.531407065539095,7,3,53.459343196164454,341
2024-08-01,53.459343196164454,65.10510196012322,73.00191177005144,63.504649366514606,59.189276191025286,63.8554523087797,9.831033252135626,8,3,62.24884447285555,341
2024-09-01,62.24884447285555,53.459343196164454,65.10510196012322,63.71043384275511,57.41492410301096,60.27109654304775,6.069558423186592,9,3,67.3753663359753,341
2024-10-01,67.3753663359753,62.24884447285555,53.459343196164454,65.2023711754215,58.9634176869238,61.02785133499844,7.037900481603783,10,4,58.0073878691339,341
2024-11-01,58.0073878691339,67.3753663359753,62.24884447285555,73.00191177005144,53.610548020586734,62.54386622598826,4.690952303628506,11,4,53.051106612619336,341
2024-12-01,53.051106612619336,58.0073878691339,67.3753663359753,65.10510196012322,54.460268011518295,59.47795360590951,7.274477771302466,12,4,47.477477067678024,341
2025-01-01,47.477477067678024,53.051106612619336,58.0073878691339,53.459343196164454,48.85024594355625,52.84532384981042,5.267970698547652,1,1,41.966858337551386,341
2025-02-01,41.966858337551386,47.477477067678024,53.051106612619336,62.24884447285555,63.504649366514606,47.498480672616246,5.542153987341239,2,1,66.13219169618176,341
2025-03-01,66.13219169618176,41.966858337551386,47.477477067678024,67.3753663359753,63.71043384275511,51.858842367137065,12.664442565660433,3,1,60.812058416084334,341
2025-04-01,60.812058416084334,66.13219169618176,41.966858337551386,58.0073878691339,65.2023711754215,56.303702816605835,12.697826063619944,4,2,64.390711612893,341
2025-05-01,64.390711612893,60.812058416084334,66.13219169618176,53.051106612619336,73.00191177005144,63.77832057505304,2.7124198821201717,5,2,66.49797980579046,341
2025-06-01,66.49797980579046,64.390711612893,60.812058416084334,47.477477067678024,65.10510196012322,63.9002499449226,2.8745156110710837,6,2,84.11057013611385,341
2025-07-01,84.11057013611385,66.49797980579046,64.390711612893,41.966858337551386,53.459343196164454,71.66642051826578,10.828332724512189,7,3,80.32219090261006,341
2025-08-01,80.32219090261006,84.11057013611385,66.49797980579046,66.13219169618176,62.24884447285555,76.97691361483812,9.270598396814156,8,3,62.54835616191238,341
2025-09-01,62.54835616191238,80.32219090261006,84.11057013611385,60.812058416084334,67.3753663359753,75.6603724002121,11.512240515177236,9,3,73.73668028601666,341
2025-10-01,73.73668028601666,62.54835616191238,80.32219090261006,64.390711612893,58.0073878691339,72.20240911684637,8.985699269551551,10,4,59.385520196417204,341
2025-11-01,59.385520196417204,73.73668028601666,62.54835616191238,66.49797980579046,53.051106612619336,65.22351888144874,7.5403130347039875,11,4,52.724209595469766,341
2023-01-01,6243.487730904254,8087.151382405814,8706.618150163647,7872.299458646964,7672.473939235461,7679.085754491239,1281.2654030622343,1,1,8067.19767875496,342
2023-02-01,8067.19767875496,6243.487730904254,8087.151382405814,6655.648012331077,7840.180218878127,7465.945597355009,1058.7265766041057,2,1,8721.505641739683,342
2023-03-01,8721.505641739683,8067.19767875496,6243.487730904254,7627.795685185157,6078.065719568606,7677.3970171329665,1284.1735118184022,3,1,9400.472032487998,342
2023-04-01,9400.472032487998,8721.505641739683,8067.19767875496,8706.618150163647,6909.9164874961525,8729.725117660879,666.6751798431394,4,2,7841.236439715745,342
2023-05-01,7841.236439715745,9400.472032487998,8721.505641739683,8087.151382405814,7936.0319046170525,8654.40470464781,781.7805384255355,5,2,6611.991908431298,342
2023-06-01,6611.991908431298,7841.236439715745,9400.472032487998,6243.487730904254,6699.465575379713,7951.23346021168,1397.4905577331488,6,2,7895.328346372214,342
2023-07-01,7895.328346372214,6611.991908431298,7841.236439715745,8067.19767875496,7872.299458646964,7449.518898173085,725.8237234348903,7,3,8735.443362903052,342
2023-08-01,8735.443362903052,7895.328346372214,6611.991908431298,8721.505641739683,6655.648012331077,7747.587872568855,1069.4072917155013,8,3,7504.939615179248,342
2023-09-01,7504.939615179248,8735.443362903052,7895.328346372214,9400.472032487998,7627.795685185157,8045.237108151505,628.7999252021527,9,3,8354.159817485239,342
2023-10-01,8354.159817485239,7504.939615179248,8735.443362903052,7841.236439715745,8706.618150163647,8198.180931855846,629.9062849839041,10,4,7017.145999477889,342
2023-11-01,7017.145999477889,8354.159817485239,7504.939615179248,6611.991908431298,8087.151382405814,7625.415144047459,676.5997725226529,11,4,7820.414155664898,342
2023-12-01,7820.414155664898,7017.145999477889,8354.159817485239,7895.328346372214,6243.487730904254,7730.573324209342,673.0193300590396,12,4,5812.837061510242,342
2024-01-01,5812.837061510242,7820.414155664898,7017.145999477889,8735.443362903052,8067.19767875496,6883.465738884343,1010.4426041581412,1,1,6845.953609519838,342
2024-02-01,6845.953609519838,5812.837061510242,7820.414155664898,7504.939615179248,8721.505641739683,6826.401608898326,1003.9313511340529,2,1,7482.592288326844,342
2024-03-01,7482.592288326844,6845.953609519838,5812.837061510242,8354.159817485239,9400.472032487998,6713.794319785641,842.6862926188074,3,1,7248.066373493908,342
2024-04-01,7248.066373493908,7482.592288326844,6845.953609519838,7017.145999477889,7841.236439715745,7192.204090446863,321.97460744398313,4,2,6630.854632238186,342
2024-05-01,6630.854632238186,7248.066373493908,7482.592288326844,7820.414155664898,6611.991908431298,7120.50443135298,439.96397069752,5,2,7219.140492798572,342
2024-06-01,7219.140492798572,6630.854632238186,7248.066373493908,5812.837061510242,7895.328346372214,7032.687166176889,348.29759637729813,6,2,7833.38386649598,342
2024-07-01,7833.38386649598,7219.140492798572,6630.854632238186,6845.953609519838,8735.443362903052,7227.79299717758,601.3113080469915,7,3,7573.879153621004,342
2024-08-01,7573.879153621004,7833.38386649598,7219.140492798572,7482.592288326844,7504.939615179248,7542.134504305185,308.3496758599455,8,3,7688.776141909779,342
2024-09-01,7688.776141909779,7573.879153621004,7833.38386649598,7248.066373493908,8354.159817485239,7698.679720675587,130.03551305454997,9,3,8148.651016090372,342
2024-10-01,8148.651016090372,7688.776141909779,7573.879153621004,6630.854632238186,7017.145999477889,7803.768770540385,304.1515279448051,10,4,7372.310166978192,342
2024-11-01,7372.310166978192,8148.651016090372,7688.776141909779,7219.140492798572,7820.414155664898,7736.579108326114,390.371773055772,11,4,8514.458739865826,342
2024-12-01,8514.458739865826,7372.310166978192,8148.651016090372,7833.38386649598,5812.837061510242,8011.80664097813,583.2414833387708,12,4,6854.3155477991995,342
2017-01-01,131404.65787392296,126191.30545030763,121180.50687022961,172114.0399361421,115902.18821083268,126258.8233981534,5112.409895689453,1,1,127482.11355098501,343
2017-02-01,127482.11355098501,131404.65787392296,126191.30545030763,178916.2377743927,137936.4859912829,128359.3589584052,2715.129923564502,2,1,119419.19499043282,343
2017-03-01,119419.19499043282,127482.11355098501,131404.65787392296,135849.7125817812,157921.12390453587,126101.9888051136,6110.760048349668,3,1,134810.83980227477,343
2017-04-01,134810.83980227477,119419.19499043282,127482.11355098501,121180.50687022961,148511.17467952726,127237.38278123086,7698.740310318644,4,2,167238.49178287786,343
2017-05-01,167238.49178287786,134810.83980227477,119419.19499043282,126191.30545030763,178233.02982489887,140489.50885852848,24410.177142307424,5,2,164070.35822855768,343
2017-06-01,164070.35822855768,167238.49178287786,134810.83980227477,131404.65787392296,153634.0046050527,155373.22993790344,17877.868542470413,6,2,183371.2090501033,343
2017-07-01,183371.2090501033,164070.35822855768,167238.49178287786,127482.11355098501,172114.0399361421,171560.01968717962,10350.720418388022,7,3,180372.7822883079,343
2017-08-01,180372.7822883079,183371.2090501033,164070.35822855768,119419.19499043282,178916.2377743927,175938.11652232296,10386.549280241716,8,3,162293.26193609738,343
2017-09-01,162293.26193609738,180372.7822883079,183371.2090501033,134810.83980227477,135849.7125817812,175345.75109150287,11402.773593536233,9,3,170567.0972952097,343
2017-10-01,170567.0972952097,162293.26193609738,180372.7822883079,167238.49178287786,121180.50687022961,171077.71383987166,9050.569649655316,10,4,143317.08702216684,343
2017-11-01,143317.08702216684,170567.0972952097,162293.26193609738,164070.35822855768,126191.30545030763,158725.81541782463,13970.890127897672,11,4,137189.60439445655,343
2017-12-01,137189.60439445655,143317.08702216684,170567.0972952097,183371.2090501033,131404.65787392296,150357.92957061104,17767.789843673414,12,4,130785.43663018056,343
2018-01-01,130785.43663018056,137189.60439445655,143317.08702216684,180372.7822883079,127482.11355098501,137097.37601560133,6266.33425075154,1,1,126573.66473531324,343
2018-02-01,126573.66473531324,130785.43663018056,137189.60439445655,162293.26193609738,119419.19499043282,131516.2352533168,5345.567666985898,2,1,137396.31441956267,343
2018-03-01,137396.31441956267,126573.66473531324,130785.43663018056,170567.0972952097,134810.83980227477,131585.13859501883,5455.463222442204,3,1,151628.70728098485,343
2018-04-01,151628.70728098485,137396.31441956267,126573.66473531324,143317.08702216684,167238.49178287786,138532.89547862025,12566.131131705173,4,2,177472.63619638476,343
2018-05-01,177472.63619638476,151628.70728098485,137396.31441956267,137189.60439445655,164070.35822855768,155499.21929897743,20316.58286353585,5,2,174027.10458175963,343
2018-06-01,174027.10458175963,177472.63619638476,151628.70728098485,130785.43663018056,183371.2090501033,167709.4826863764,14032.513148250964,6,2,206513.637403233,343
2018-07-01,206513.637403233,174027.10458175963,177472.63619638476,126573.66473531324,180372.7822883079,186004.45939379247,17844.823030617154,7,3,173613.34572368264,343
2018-08-01,173613.34572368264,206513.637403233,174027.10458175963,137396.31441956267,162293.26193609738,184718.0292362251,18876.6840474029,8,3,173786.19919925317,343
2018-09-01,173786.19919925317,173613.34572368264,206513.637403233,151628.70728098485,170567.0972952097,184637.72744205626,18945.29089386455,9,3,154128.6910367743,343
2018-10-01,154128.6910367743,173786.19919925317,173613.34572368264,177472.63619638476,143317.08702216684,167176.0786532367,11299.699654932077,10,4,137260.73935337435,343
2018-11-01,137260.73935337435,154128.6910367743,173786.19919925317,174027.10458175963,137189.60439445655,155058.54319646728,18280.475185765674,11,4,148382.13908443076,343
2019-01-01,2592.7112338061056,2732.9510533540124,2521.868031901271,2487.1687410959607,2383.398894961074,2615.8434396871294,107.42594983566953,1,1,2621.132518412878,344
2019-02-01,2621.132518412878,2592.7112338061056,2732.9510533540124,2458.0886343931247,2516.434017186687,2648.931601857665,74.13766604759381,2,1,2638.0433024984177,344
2019-03-01,2638.0433024984177,2621.132518412878,2592.7112338061056,2402.086330244922,2582.2904622283604,2617.2956849058005,22.908297219599298,3,1,2856.3949011465984,344
2019-04-01,2856.3949011465984,2638.0433024984177,2621.132518412878,2521.868031901271,2488.434932800814,2705.190240685965,131.21978000041724,4,2,2608.3729489015454,344
2019-05-01,2608.3729489015454,2856.3949011465984,2638.0433024984177,2732.9510533540124,2512.021186078634,2700.937050848854,135.4453391041462,5,2,2779.859067068852,344
2019-06-01,2779.859067068852,2608.3729489015454,2856.3949011465984,2592.7112338061056,2483.6993181075427,2748.2089723723316,127.00401005316749,6,2,2758.4436960151857,344
2019-07-01,2758.4436960151857,2779.859067068852,2608.3729489015454,2621.132518412878,2487.1687410959607,2715.558570661861,93.44101167822356,7,3,2797.8933491539874,344
2019-08-01,2797.8933491539874,2758.4436960151857,2779.859067068852,2638.0433024984177,2458.0886343931247,2778.7320374126753,19.748960227731448,8,3,2842.728110375369,344
2019-09-01,2842.728110375369,2797.8933491539874,2758.4436960151857,2856.3949011465984,2402.086330244922,2799.688385181514,42.17086958747665,9,3,2840.6737863405024,344
2019-10-01,2840.6737863405024,2842.728110375369,2797.8933491539874,2608.3729489015454,2521.868031901271,2827.098415289953,25.31317794773497,10,4,2958.098010757313,344
2019-11-01,2958.098010757313,2840.6737863405024,2842.728110375369,2779.859067068852,2732.9510533540124,2880.499969157728,67.20972479394015,11,4,2872.1874627714983,344
2019-12-01,2872.1874627714983,2958.098010757313,2840.6737863405024,2758.4436960151857,2592.7112338061056,2890.3197532897716,60.77579361514392,12,4,3127.591041722489,344
2020-01-01,3127.591041722489,2872.1874627714983,2958.098010757313,2797.8933491539874,2621.132518412878,2985.9588384171,129.96121084253818,1,1,2924.094393376432,344
2020-02-01,2924.094393376432,3127.591041722489,2872.1874627714983,2842.728110375369,2638.0433024984177,2974.6242992901402,134.991483357205,2,1,2711.2163784830523,344
2020-03-01,2711.2163784830523,2924.094393376432,3127.591041722489,2840.6737863405024,2856.3949011465984,2920.967271193991,208.20494522656122,3,1,3047.970914058165,344
2020-04-01,3047.970914058165,2711.2163784830523,2924.094393376432,2958.098010757313,2608.3729489015454,2894.4272286392165,170.32618649303504,4,2,3037.910013076479,344
2020-05-01,3037.910013076479,3047.970914058165,2711.2163784830523,2872.1874627714983,2779.859067068852,2932.365768539232,191.58704281293362,5,2,3012.484419174602,344
2020-06-01,3012.484419174602,3037.910013076479,3047.970914058165,3127.591041722489,2758.4436960151857,3032.788448769749,18.289222112755475,6,2,2996.1370276407615,344
2020-07-01,2996.1370276407615,3012.484419174602,3037.910013076479,2924.094393376432,2797.8933491539874,3015.510486630614,21.050258697648136,7,3,2761.499199567707,344
2020-08-01,2761.499199567707,2996.1370276407615,3012.484419174602,2711.2163784830523,2842.728110375369,2923.3735487943572,140.4253823411298,8,3,2806.996204447272,344
2020-09-01,2806.996204447272,2761.499199567707,2996.1370276407615,3047.970914058165,2840.6737863405024,2854.87747721858,124.4314662871067,9,3,3337.906514062846,344
2020-10-01,3337.906514062846,2806.996204447272,2761.499199567707,3037.910013076479,2958.098010757313,2968.800639359275,320.46349935486813,10,4,3044.6247014686055,344
2020-11-01,3044.6247014686055,3337.906514062846,2806.996204447272,3012.484419174602,2872.1874627714983,3063.1758066595744,265.9408709504413,11,4,3290.229181151842,344
2020-12-01,3290.229181151842,3044.6247014686055,3337.906514062846,2996.1370276407615,3127.591041722489,3224.253465561098,157.3790064952175,12,4,2942.318204990658,344
2021-01-01,2942.318204990658,3290.229181151842,3044.6247014686055,2761.499199567707,2924.094393376432,3092.3906958703687,178.80633238016833,1,1,3044.8910052197307,344
2021-02-01,3044.8910052197307,2942.318204990658,3290.229181151842,2806.996204447272,2711.2163784830523,3092.4794637874106,178.77082501065746,2,1,3320.850287925499,344
2021-03-01,3320.850287925499,3044.8910052197307,2942.318204990658,3337.906514062846,3047.970914058165,3102.6864993786294,195.7725052492025,3,1,3230.146514375034,344
2021-04-01,3230.146514375034,3320.850287925499,3044.8910052197307,3044.6247014686055,3037.910013076479,3198.629269173421,140.6534179701739,4,2,3350.5123604823248,344
2021-05-01,3350.5123604823248,3230.146514375034,3320.850287925499,3290.229181151842,3012.484419174602,3300.5030542609525,62.70958192835037,5,2,3293.992203824242,344
2021-06-01,3293.992203824242,3350.5123604823248,3230.146514375034,2942.318204990658,2996.1370276407615,3291.5503595605333,60.22006459507437,6,2,3290.888546586464,344
2021-07-01,3290.888546586464,3293.992203824242,3350.5123604823248,3044.8910052197307,2761.499199567707,3311.79770363101,33.5637701010535,7,3,3245.0826510502275,344
2021-08-01,3245.0826510502275,3290.888546586464,3293.992203824242,3320.850287925499,2806.996204447272,3276.654467153645,27.38599735469178,8,3,3191.6982946916937,344
2021-09-01,3191.6982946916937,3245.0826510502275,3290.888546586464,3230.146514375034,3337.906514062846,3242.5564974427957,49.643354104765606,9,3,3619.5251542786564,344
2021-10-01,3619.5251542786564,3191.6982946916937,3245.0826510502275,3350.5123604823248,3044.6247014686055,3352.1020333401925,233.12832643268064,10,4,3672.777109460543,344
2017-01-01,5898.818501576635,6804.667595819078,6649.51861541824,6969.362453584437,5434.794278260789,6451.001570937984,484.4557854921817,1,1,6749.910201898504,345
