month,series_id,actual,predicted,abs_error,pct_error
2020-05-01,244,35635.03,38277.71,2642.68,7.42
2020-06-01,244,36775.26,35109.77,1665.49,4.53
2020-07-01,244,39046.15,35157.86,3888.29,9.96
2020-08-01,244,45711.57,39358.16,6353.41,13.9
2020-09-01,244,52406.25,46495.29,5910.96,11.28
2020-10-01,244,60568.71,49773.7,10795.01,17.82
2020-11-01,244,62501.09,57442.33,5058.76,8.09
2022-01-01,247,1859692.67,1925363.57,65670.9,3.53
2022-02-01,247,1849338.97,1813815.91,35523.06,1.92
2022-03-01,247,1850439.59,1808951.81,41487.79,2.24
2022-04-01,247,1904384.0,1787599.99,116784.02,6.13
2022-05-01,247,1997779.47,1848526.77,149252.7,7.47
2022-06-01,247,2106917.62,1976824.36,130093.26,6.17
2022-07-01,247,2209893.23,2090436.41,119456.82,5.41
2022-08-01,247,2308318.27,2250270.72,58047.55,2.51
2022-09-01,247,2368192.8,2317935.91,50256.89,2.12
2022-10-01,247,2357302.1,2335567.65,21734.44,0.92
2022-11-01,247,2342465.77,2311423.2,31042.57,1.33
2022-12-01,247,2274727.47,2284422.26,9694.78,0.43
2023-01-01,247,2213098.46,2296639.12,83540.66,3.77
2023-02-01,247,2178229.68,2229694.16,51464.48,2.36
2023-03-01,247,2192873.93,2145369.34,47504.59,2.17
2023-04-01,247,2243622.78,2207043.7,36579.09,1.63
2023-05-01,247,2358453.91,2237095.49,121358.43,5.15
2023-06-01,247,2491458.54,2359729.67,131728.87,5.29
2023-07-01,247,2618624.13,2506224.11,112400.02,4.29
2023-08-01,247,2738844.81,2616848.47,121996.34,4.45
2023-09-01,247,2793254.8,2711290.13,81964.66,2.93
2023-10-01,247,2797743.28,2851715.45,53972.16,1.93
2023-11-01,247,2760289.83,2832754.04,72464.21,2.63
2023-12-01,247,2697709.43,2595522.46,102186.97,3.79
2024-01-01,247,2628378.59,2625150.76,3227.83,0.12
2024-02-01,247,2584804.63,2606494.76,21690.13,0.84
2019-01-01,254,59.27,50.38,8.89,14.99
2019-02-01,254,66.1,57.12,8.98,13.59
2019-03-01,254,73.65,60.4,13.25,17.99
2019-04-01,254,84.05,66.31,17.75,21.11
2019-05-01,254,82.66,71.44,11.22,13.57
2019-06-01,254,80.06,79.46,0.59,0.74
2019-07-01,254,75.84,77.0,1.16,1.53
2019-08-01,254,65.88,72.02,6.14,9.33
2019-09-01,254,60.03,61.97,1.93,3.22
2019-10-01,254,58.25,55.31,2.94,5.05
2019-11-01,254,56.88,55.88,0.99,1.75
2019-12-01,254,66.34,58.1,8.24,12.42
2020-01-01,254,74.72,65.92,8.8,11.78
2020-02-01,254,90.37,69.76,20.61,22.81
2020-03-01,254,100.7,84.55,16.15,16.04
2020-04-01,254,107.71,98.35,9.36,8.69
2020-05-01,254,103.73,98.66,5.07,4.89
2020-06-01,254,104.71,96.69,8.02,7.66
2020-07-01,254,94.09,96.67,2.58,2.74
2020-08-01,254,87.58,96.77,9.19,10.49
2020-09-01,254,74.4,79.53,5.13,6.9
2020-10-01,254,72.27,68.17,4.1,5.67
2020-11-01,254,80.12,64.22,15.91,19.85
2020-12-01,254,87.01,78.75,8.27,9.5
2021-01-01,254,98.71,83.48,15.23,15.43
2021-02-01,254,112.47,99.35,13.13,11.67
2021-03-01,254,125.75,113.21,12.53,9.97
2021-04-01,254,139.89,122.69,17.2,12.3
2021-05-01,254,140.43,118.56,21.87,15.57
2021-06-01,254,143.01,131.77,11.25,7.87
2021-07-01,254,126.38,131.94,5.56,4.4
2021-08-01,254,114.72,126.2,11.48,10.01
2021-09-01,254,99.83,107.45,7.62,7.63
2021-10-01,254,97.61,97.22,0.38,0.39
2021-11-01,254,101.86,96.95,4.91,4.82
2021-12-01,254,111.38,98.68,12.7,11.41
2022-01-01,254,128.49,112.12,16.36,12.74
2022-02-01,254,152.05,124.12,27.93,18.37
2022-03-01,254,176.36,134.9,41.46,23.51
2022-04-01,254,182.48,161.7,20.78,11.39
2018-01-01,259,49.03,48.86,0.17,0.35
2018-02-01,259,39.15,50.09,10.94,27.94
2018-03-01,259,37.66,44.07,6.4,17.01
2018-04-01,259,36.92,39.22,2.3,6.24
2018-05-01,259,32.15,38.59,6.44,20.03
2018-06-01,259,38.58,35.4,3.18,8.24
2018-07-01,259,36.78,39.77,2.99,8.13
2018-08-01,259,36.97,37.66,0.69,1.86
2018-09-01,259,42.12,40.23,1.89,4.49
2018-10-01,259,52.35,42.77,9.58,18.29
2018-11-01,259,52.14,57.79,5.66,10.85
2018-12-01,259,40.1,52.78,12.68,31.61
2019-01-01,259,40.11,42.58,2.48,6.18
2019-02-01,259,41.79,39.04,2.75,6.57
2019-03-01,259,36.63,39.05,2.42,6.59
2019-04-01,259,27.55,36.68,9.14,33.17
2019-05-01,259,31.84,31.45,0.4,1.24
2019-06-01,259,25.94,33.85,7.91,30.48
2019-07-01,259,35.27,27.29,7.97,22.61
2019-08-01,259,35.45,35.2,0.25,0.7
2019-09-01,259,31.63,37.02,5.39,17.05
2019-10-01,259,36.6,37.06,0.46,1.26
2023-01-01,261,427.97,468.09,40.11,9.37
2023-02-01,261,473.87,416.92,56.94,12.02
2023-03-01,261,430.08,463.44,33.36,7.76
2023-04-01,261,353.87,449.42,95.55,27.0
2023-05-01,261,466.2,406.84,59.36,12.73
2023-06-01,261,401.55,425.5,23.95,5.96
2023-07-01,261,408.81,416.08,7.27,1.78
2023-08-01,261,371.85,411.92,40.07,10.78
2023-09-01,261,416.36,369.49,46.87,11.26
2023-10-01,261,459.35,408.18,51.16,11.14
2023-11-01,261,459.8,465.64,5.83,1.27
2023-12-01,261,498.73,476.36,22.36,4.48
2024-01-01,261,517.97,507.34,10.63,2.05
2024-02-01,261,355.89,513.1,157.21,44.17
2024-03-01,261,401.68,412.55,10.87,2.71
2024-04-01,261,375.14,392.26,17.12,4.56
2024-05-01,261,488.24,403.19,85.05,17.42
2024-06-01,261,420.55,456.87,36.32,8.64
2024-07-01,261,422.79,415.46,7.33,1.73
2024-08-01,261,428.53,416.1,12.43,2.9
2021-01-01,265,34.27,33.23,1.04,3.03
2021-02-01,265,43.41,35.15,8.26,19.02
2021-03-01,265,32.93,38.09,5.16,15.67
2021-04-01,265,35.9,35.24,0.66,1.84
2021-05-01,265,33.02,32.8,0.21,0.64
2021-06-01,265,27.28,30.37,3.09,11.34
2021-07-01,265,27.08,28.86,1.78,6.57
2021-08-01,265,31.07,27.75,3.32,10.68
2021-09-01,265,30.54,29.53,1.02,3.33
2021-10-01,265,33.91,29.25,4.66,13.74
2021-11-01,265,30.87,34.17,3.29,10.67
2021-12-01,265,41.5,32.93,8.57,20.65
2022-01-01,265,42.37,37.22,5.15,12.16
2022-02-01,265,41.8,42.04,0.24,0.58
2022-03-01,265,42.63,38.67,3.96,9.3
2022-04-01,265,37.96,40.38,2.43,6.39
2022-05-01,265,35.01,38.81,3.8,10.85
2022-06-01,265,34.05,33.76,0.3,0.88
2022-07-01,265,32.27,33.8,1.53,4.74
2022-08-01,265,40.7,33.13,7.57,18.59
2022-09-01,265,39.01,36.98,2.03,5.2
2022-10-01,265,35.95,38.2,2.25,6.25
2022-11-01,265,51.15,34.81,16.33,31.94
2022-12-01,265,45.07,46.97,1.9,4.21
2023-01-01,265,49.54,43.88,5.65,11.41
2023-02-01,265,54.32,49.27,5.05,9.3
2023-03-01,265,40.69,51.35,10.66,26.21
2023-04-01,265,46.13,41.14,4.98,10.81
2023-05-01,265,41.95,42.43,0.48,1.14
2023-06-01,265,42.4,41.96,0.43,1.02
2023-07-01,265,41.61,41.08,0.53,1.27
2023-08-01,265,40.45,40.77,0.32,0.79
2023-09-01,265,42.66,39.07,3.59,8.41
2023-10-01,265,51.57,40.78,10.79,20.92
2023-11-01,265,53.14,51.26,1.89,3.55
2023-12-01,265,56.29,52.78,3.5,6.22
2024-01-01,265,59.88,57.02,2.86,4.77
2024-02-01,265,70.03,57.96,12.07,17.23
2024-03-01,265,60.0,60.67,0.67,1.12
2024-04-01,265,53.77,56.52,2.75,5.12
2024-05-01,265,43.85,52.71,8.86,20.2
2024-06-01,265,43.41,44.5,1.1,2.52
2024-07-01,265,46.16,44.12,2.03,4.4
2024-08-01,265,48.25,45.7,2.55,5.28
2024-09-01,265,49.03,47.5,1.53,3.13
2019-01-01,270,1287076.55,1257197.67,29878.88,2.32
2019-02-01,270,1300021.96,1259581.78,40440.19,3.11
2019-03-01,270,1421029.5,1270874.66,150154.83,10.57
2019-04-01,270,1495486.53,1440902.31,54584.23,3.65
2019-05-01,270,1461587.31,1458180.42,3406.89,0.23
2019-06-01,270,1461046.27,1451814.36,9231.91,0.63
2019-07-01,270,1635062.17,1439764.26,195297.91,11.94
2019-08-01,270,1659355.46,1552956.75,106398.71,6.41
2019-09-01,270,1663532.18,1664066.83,534.65,0.03
2019-10-01,270,1630851.31,1632180.64,1329.33,0.08
2019-11-01,270,1689333.19,1514337.48,174995.71,10.36
2019-12-01,270,1647375.98,1651139.75,3763.77,0.23
2020-01-01,270,1795754.18,1543381.18,252372.99,14.05
2020-02-01,270,1882424.37,1753407.8,129016.56,6.85
2020-03-01,270,1577084.84,1767089.46,190004.62,12.05
2020-04-01,270,1614213.69,1574942.3,39271.39,2.43
2020-05-01,270,1872789.47,1582341.21,290448.25,15.51
2020-06-01,270,1979690.08,1799019.52,180670.56,9.13
2020-07-01,270,1964251.63,1938563.0,25688.63,1.31
2020-08-01,270,2044831.08,1969815.73,75015.35,3.67
2020-09-01,270,1943403.27,2045129.1,101725.83,5.23
2020-10-01,270,1882550.44,1925205.46,42655.02,2.27
2020-11-01,270,1877783.11,1859457.9,18325.21,0.98
2021-01-01,275,2371.56,2310.52,61.04,2.57
2021-02-01,275,2153.24,2301.23,147.99,6.87
2021-03-01,275,1939.06,2166.54,227.48,11.73
2021-04-01,275,1975.78,1981.88,6.1,0.31
2021-05-01,275,1934.75,2010.96,76.21,3.94
2021-06-01,275,2032.01,1976.8,55.21,2.72
2021-07-01,275,2106.87,2096.63,10.25,0.49
2021-08-01,275,2128.52,2160.56,32.04,1.51
2021-09-01,275,2196.93,2161.82,35.1,1.6
2021-10-01,275,2318.93,2258.63,60.3,2.6
2021-11-01,275,2375.84,2312.82,63.01,2.65
2021-12-01,275,2344.7,2316.68,28.03,1.2
2022-01-01,275,2230.11,2308.2,78.08,3.5
2022-02-01,275,2069.84,2223.6,153.76,7.43
2022-03-01,275,2052.35,2102.63,50.28,2.45
2022-04-01,275,1819.63,2109.03,289.4,15.9
2022-05-01,275,2061.52,1890.5,171.02,8.3
2022-06-01,275,1946.09,2095.47,149.37,7.68
2022-07-01,275,1857.61,2025.93,168.32,9.06
2022-08-01,275,2084.75,1885.69,199.06,9.55
2022-09-01,275,2247.85,2097.73,150.12,6.68
2022-01-01,277,984604.63,1078903.99,94299.36,9.58
2022-02-01,277,1160527.57,998499.32,162028.25,13.96
2022-03-01,277,1245031.35,1149820.64,95210.71,7.65
2022-04-01,277,1220375.25,1145573.93,74801.32,6.13
2022-05-01,277,823786.59,1140662.26,316875.66,38.47
2022-06-01,277,1059013.88,934063.39,124950.49,11.8
2022-07-01,277,1138834.15,1081449.55,57384.6,5.04
2022-08-01,277,1210542.99,1152140.6,58402.39,4.82
2022-09-01,277,929711.11,1240038.71,310327.6,33.38
2022-10-01,277,914704.7,1009810.78,95106.07,10.4
2022-11-01,277,1268599.65,924164.09,344435.56,27.15
2022-12-01,277,1014376.92,1284323.71,269946.79,26.61
2023-01-01,277,885863.42,1018631.06,132767.64,14.99
2023-02-01,277,923551.88,944827.47,21275.59,2.3
2023-03-01,277,1104896.03,999457.33,105438.7,9.54
2023-04-01,277,982017.52,1149499.45,167481.93,17.05
2023-05-01,277,1140688.24,995548.89,145139.35,12.72
2023-06-01,277,1019457.24,1154811.04,135353.79,13.28
2023-07-01,277,943672.13,1071861.38,128189.25,13.58
2023-08-01,277,1369605.27,1004820.69,364784.58,26.63
2023-09-01,277,1233072.7,1299893.97,66821.27,5.42
2023-10-01,277,1121493.96,1205897.14,84403.18,7.53
2023-11-01,277,1072907.91,1158824.55,85916.64,8.01
2023-12-01,277,1291084.89,1084131.52,206953.37,16.03
2024-01-01,277,1160882.01,1202997.18,42115.16,3.63
2024-02-01,277,1218142.85,1170428.47,47714.38,3.92
2019-01-01,282,2618070.88,2867587.98,249517.1,9.53
2019-02-01,282,2596392.17,2612463.56,16071.39,0.62
2019-03-01,282,3194601.9,2465340.78,729261.12,22.83
2019-04-01,282,3174345.36,3071463.88,102881.48,3.24
2019-05-01,282,4061807.06,3257269.24,804537.82,19.81
2019-06-01,282,3633935.31,3924263.53,290328.22,7.99
2019-07-01,282,5452060.46,3861257.55,1590802.91,29.18
2019-08-01,282,4530798.33,4953765.6,422967.28,9.34
2019-09-01,282,4855217.37,4624281.91,230935.46,4.76
2019-10-01,282,4630644.63,4741772.24,111127.6,2.4
2019-11-01,282,3806381.69,4253511.2,447129.52,11.75
2019-12-01,282,3820252.21,3615810.01,204442.2,5.35
2020-01-01,282,3578449.65,3637245.71,58796.06,1.64
2020-02-01,282,3147103.38,3479037.99,331934.62,10.55
2020-03-01,282,3377803.2,3211695.39,166107.82,4.92
2020-04-01,282,4054194.13,3484193.23,570000.89,14.06
2020-05-01,282,4594244.37,3976794.32,617450.05,13.44
2020-06-01,282,5797094.6,4465787.71,1331306.89,22.97
2020-07-01,282,5989259.47,5558623.63,430635.84,7.19
2020-08-01,282,5848451.83,5749438.15,99013.68,1.69
2017-01-01,286,44.1,43.73,0.38,0.86
2017-02-01,286,49.03,43.85,5.18,10.57
2017-03-01,286,47.09,48.25,1.16,2.46
2017-04-01,286,48.41,46.53,1.87,3.87
2017-05-01,286,47.79,47.23,0.56,1.18
2017-06-01,286,48.87,45.43,3.45,7.05
2017-07-01,286,51.13,48.06,3.07,6.01
2017-08-01,286,50.56,52.08,1.52,3.0
2017-09-01,286,53.77,49.38,4.4,8.18
2017-10-01,286,50.6,52.74,2.14,4.24
2017-11-01,286,45.0,50.87,5.86,13.03
2017-12-01,286,49.82,45.0,4.82,9.68
2018-01-01,286,49.55,50.38,0.83,1.67
2018-02-01,286,53.45,50.4,3.04,5.7
2018-03-01,286,44.65,52.67,8.02,17.96
2018-04-01,286,49.54,45.1,4.44,8.96
2018-05-01,286,45.83,50.28,4.45,9.71
2018-06-01,286,49.73,46.59,3.13,6.3
2018-07-01,286,47.62,52.09,4.47,9.39
2018-08-01,286,49.99,48.23,1.76,3.52
2018-09-01,286,44.2,52.1,7.9,17.88
2018-10-01,286,51.37,46.5,4.87,9.48
2018-11-01,286,49.68,50.45,0.77,1.55
2018-12-01,286,49.68,52.13,2.46,4.95
2019-01-01,286,55.61,51.94,3.67,6.59
2019-02-01,286,48.27,54.47,6.21,12.86
2019-03-01,286,50.75,48.66,2.09,4.12
2019-04-01,286,50.13,52.06,1.93,3.85
2019-05-01,286,50.61,50.35,0.26,0.51
2019-06-01,286,57.38,51.79,5.59,9.75
2019-07-01,286,50.53,55.15,4.62,9.15
2019-08-01,286,48.64,52.51,3.87,7.96
2019-09-01,286,56.87,48.48,8.39,14.76
2019-10-01,286,49.87,57.15,7.28,14.59
2019-11-01,286,45.74,52.62,6.88,15.04
2019-12-01,286,48.78,48.38,0.4,0.82
2020-01-01,286,47.24,50.04,2.79,5.92
2020-02-01,286,45.53,46.57,1.04,2.28
2020-03-01,286,50.5,48.15,2.36,4.67
2017-01-01,289,927941.48,1078155.99,150214.51,16.19
2017-02-01,289,840738.62,945616.76,104878.14,12.47
2017-03-01,289,1197266.21,948797.07,248469.15,20.75
2017-04-01,289,1288302.02,1242006.42,46295.6,3.59
2017-05-01,289,1287652.92,1274601.16,13051.76,1.01
2017-06-01,289,1227673.51,1294341.15,66667.64,5.43
2017-07-01,289,1187150.68,1325374.77,138224.1,11.64
2017-08-01,289,1394845.72,1232983.7,161862.02,11.6
2017-09-01,289,1154846.51,1297121.99,142275.48,12.32
2017-10-01,289,1056108.56,1168666.62,112558.05,10.66
2017-11-01,289,942692.8,1063400.9,120708.1,12.8
2017-12-01,289,921727.22,947552.23,25825.01,2.8
2018-01-01,289,879802.13,939703.86,59901.72,6.81
2018-02-01,289,995321.34,869444.75,125876.59,12.65
2018-03-01,289,1282659.11,1067626.72,215032.39,16.76
2018-04-01,289,1449889.54,1296849.28,153040.25,10.56
2018-05-01,289,1163878.13,1457701.08,293822.95,25.25
2018-06-01,289,1336718.32,1250526.88,86191.44,6.45
2018-07-01,289,1450087.97,1358092.23,91995.75,6.34
2018-08-01,289,1488673.21,1453402.48,35270.74,2.37
2018-09-01,289,1329404.52,1450674.21,121269.69,9.12
2018-10-01,289,909423.44,1387239.39,477815.96,52.54
2018-11-01,289,1035601.02,1015489.55,20111.48,1.94
2018-12-01,289,887739.79,1010160.12,122420.33,13.79
2019-01-01,289,1022131.46,939871.23,82260.23,8.05
2019-02-01,289,1094806.07,1006409.17,88396.9,8.07
2019-03-01,289,974534.29,1158725.99,184191.7,18.9
2019-04-01,289,1320273.84,1070003.46,250270.37,18.96
2019-05-01,289,1473611.56,1381863.26,91748.3,6.23
2019-06-01,289,1352227.48,1455600.55,103373.06,7.64
2019-07-01,289,1282318.23,1417554.67,135236.44,10.55
2017-01-01,296,4993890.07,5057802.05,63911.98,1.28
2017-02-01,296,4424469.35,4943506.76,519037.42,11.73
2017-03-01,296,3760062.19,4288178.6,528116.41,14.05
2017-04-01,296,3505168.84,3837380.81,332211.96,9.48
2017-05-01,296,3303406.03,3679958.31,376552.28,11.4
2017-06-01,296,3178029.79,3343223.79,165194.0,5.2
2017-07-01,296,3459986.71,3385301.42,74685.28,2.16
2017-08-01,296,3747562.04,3526359.3,221202.74,5.9
2017-09-01,296,4125687.83,3963301.82,162386.01,3.94
2017-10-01,296,4457157.45,4315798.31,141359.14,3.17
2017-11-01,296,4823723.68,4679675.24,144048.44,2.99
2017-12-01,296,4963430.68,4922453.65,40977.04,0.83
2018-01-01,296,4435472.78,5102873.61,667400.82,15.05
2018-02-01,296,4257135.36,4519135.15,261999.79,6.15
2018-03-01,296,3657210.68,4015257.72,358047.04,9.79
2018-04-01,296,3426457.47,3858409.89,431952.42,12.61
2018-05-01,296,3357066.66,3562123.82,205057.16,6.11
2018-06-01,296,3058453.93,3488324.07,429870.14,14.06
2018-07-01,296,3445383.6,3231757.44,213626.16,6.2
2018-08-01,296,4084232.18,3521804.44,562427.74,13.77
2018-09-01,296,4384236.52,3983395.56,400840.96,9.14
2018-10-01,296,4616188.44,4564896.81,51291.63,1.11
2018-11-01,296,4996135.33,4782476.38,213658.95,4.28
2018-12-01,296,4681463.24,5091785.4,410322.16,8.76
2019-01-01,296,4470141.43,4823048.28,352906.85,7.89
2019-02-01,296,4348530.88,4562524.83,213993.94,4.92
2019-03-01,296,3943047.12,4288359.45,345312.33,8.76
2019-04-01,296,3602749.74,4048651.58,445901.84,12.38
2019-05-01,296,3151487.36,3847781.32,696293.96,22.09
2019-06-01,296,3184666.28,3077074.18,107592.1,3.38
2019-07-01,296,3365922.78,3396899.26,30976.48,0.92
2019-08-01,296,3697128.24,3551767.0,145361.24,3.93
2019-09-01,296,4150561.33,3949900.59,200660.74,4.83
2019-10-01,296,4441473.85,4257592.56,183881.29,4.14
2019-11-01,296,4875830.91,4624627.4,251203.5,5.15
2019-12-01,296,4905732.99,5070825.26,165092.27,3.37
2020-01-01,296,4619490.07,5025642.55,406152.47,8.79
2020-02-01,296,4414359.96,4662758.52,248398.56,5.63
2022-01-01,297,2708108.8,2746814.57,38705.78,1.43
2022-02-01,297,2464313.35,2771010.33,306696.99,12.45
2022-03-01,297,2390715.79,2614714.08,223998.3,9.37
2022-04-01,297,2568330.1,2480191.44,88138.66,3.43
2022-05-01,297,2329954.89,2633831.63,303876.73,13.04
2022-06-01,297,2534361.59,2474911.89,59449.7,2.35
2022-07-01,297,2601279.93,2625548.62,24268.69,0.93
2022-08-01,297,2514460.38,2706968.48,192508.1,7.66
2022-09-01,297,2881263.27,2601613.75,279649.52,9.71
2022-10-01,297,2660550.16,2917546.64,256996.48,9.66
2022-11-01,297,2714955.99,2739701.4,24745.41,0.91
2022-12-01,297,2518532.18,2769458.25,250926.06,9.96
2023-01-01,297,2404051.23,2620667.43,216616.2,9.01
2023-02-01,297,2202298.26,2419984.39,217686.13,9.88
2023-03-01,297,2131577.46,2316396.24,184818.79,8.67
2023-04-01,297,2229888.1,2238874.27,8986.17,0.4
2023-05-01,297,2381066.92,2261201.12,119865.8,5.03
2023-06-01,297,2386332.69,2433791.29,47458.61,1.99
2023-07-01,297,2413566.4,2444403.74,30837.34,1.28
2023-08-01,297,2420919.15,2381392.62,39526.53,1.63
2023-09-01,297,2580034.9,2434744.46,145290.44,5.63
2023-10-01,297,2449107.92,2590216.91,141108.98,5.76
2023-11-01,297,2400059.02,2614889.11,214830.09,8.95
2023-12-01,297,2257910.85,2421711.37,163800.52,7.25
2024-01-01,297,2117400.19,2330252.61,212852.43,10.05
2024-02-01,297,2091993.99,2110757.36,18763.37,0.9
2024-03-01,297,2074134.31,2109430.16,35295.85,1.7
2024-04-01,297,2213403.11,2075639.83,137763.28,6.22
2024-05-01,297,2177237.36,2328320.46,151083.1,6.94
2024-06-01,297,2348315.79,2249011.58,99304.21,4.23
2024-07-01,297,2210219.79,2417639.99,207420.2,9.38
2024-08-01,297,2188600.54,2330758.53,142158.0,6.5
2024-09-01,297,2353037.92,2350001.51,3036.41,0.13
2024-10-01,297,2390988.1,2418886.71,27898.6,1.17
2024-11-01,297,2280909.8,2423981.48,143071.68,6.27
2024-12-01,297,2205996.54,2330126.76,124130.22,5.63
2025-01-01,297,1774382.26,2267838.41,493456.15,27.81
2025-02-01,297,2002064.83,1812968.31,189096.53,9.45
2025-03-01,297,1891862.21,2101969.98,210107.77,11.11
2025-04-01,297,1759890.29,1912602.17,152711.87,8.68
2023-01-01,298,12.15,11.76,0.4,3.27
2023-02-01,298,10.41,11.31,0.9,8.67
2023-03-01,298,13.21,11.29,1.92,14.54
2023-04-01,298,13.84,13.39,0.45,3.25
2023-05-01,298,14.4,13.06,1.34,9.3
2023-06-01,298,12.87,14.03,1.16,9.04
2023-07-01,298,12.24,13.34,1.1,8.97
2023-08-01,298,11.79,12.29,0.5,4.27
2023-09-01,298,11.31,12.23,0.93,8.19
2023-10-01,298,11.98,11.52,0.46,3.85
2023-11-01,298,12.39,12.12,0.27,2.17
2023-12-01,298,12.62,12.49,0.13,1.04
2024-01-01,298,11.02,12.4,1.38,12.52
2024-02-01,298,11.72,11.54,0.18,1.53
2024-03-01,298,12.11,12.2,0.09,0.71
2024-04-01,298,12.07,12.46,0.39,3.23
2024-05-01,298,13.93,12.49,1.44,10.36
2024-06-01,298,13.79,13.56,0.23,1.65
2024-07-01,298,13.55,13.56,0.01,0.11
2024-08-01,298,13.54,13.52,0.02,0.15
2024-09-01,298,13.39,12.98,0.41,3.06
2024-10-01,298,12.9,13.32,0.42,3.23
2024-11-01,298,11.11,13.36,2.24,20.17
2024-12-01,298,12.58,12.14,0.44,3.48
2025-01-01,298,12.03,11.85,0.18,1.49
2022-01-01,303,147303.13,135801.47,11501.66,7.81
2022-02-01,303,135549.81,141135.62,5585.81,4.12
2022-03-01,303,130409.95,126131.97,4277.98,3.28
2022-04-01,303,160410.99,120967.65,39443.34,24.59
2022-05-01,303,140789.74,160169.3,19379.55,13.76
2022-06-01,303,122970.8,140081.01,17110.21,13.91
2022-07-01,303,118190.34,123950.06,5759.72,4.87
2022-08-01,303,145357.87,117147.2,28210.67,19.41
2022-09-01,303,137178.85,140504.41,3325.56,2.42
2022-10-01,303,140704.91,135142.91,5562.0,3.95
2022-11-01,303,154730.23,142399.37,12330.85,7.97
2022-12-01,303,167764.27,157465.68,10298.59,6.14
2023-01-01,303,166917.66,168472.99,1555.33,0.93
2023-02-01,303,195083.72,167505.09,27578.63,14.14
2023-03-01,303,195811.92,187443.37,8368.55,4.27
2023-04-01,303,178092.41,198153.02,20060.61,11.26
2023-05-01,303,189304.06,179091.15,10212.91,5.39
2023-06-01,303,159765.55,183341.38,23575.83,14.76
2023-07-01,303,171070.15,160508.83,10561.32,6.17
2023-08-01,303,179755.23,168780.23,10975.0,6.11
2023-09-01,303,187523.13,179473.01,8050.12,4.29
2023-10-01,303,196547.95,191605.97,4941.99,2.51
2023-11-01,303,203042.23,198567.35,4474.88,2.2
2023-12-01,303,245356.2,197961.42,47394.78,19.32
2024-01-01,303,195228.74,230692.48,35463.74,18.17
2024-02-01,303,208422.14,207719.77,702.37,0.34
2024-03-01,303,206573.64,215336.46,8762.82,4.24
2024-04-01,303,199073.02,199180.51,107.49,0.05
2024-05-01,303,155893.64,202641.56,46747.92,29.99
2024-06-01,303,229230.71,163423.32,65807.39,28.71
2024-07-01,303,173047.74,227990.25,54942.51,31.75
2024-08-01,303,203507.05,185896.27,17610.78,8.65
2024-09-01,303,173730.78,201287.01,27556.22,15.86
2024-10-01,303,236055.72,186025.29,50030.42,21.19
2024-11-01,303,213221.33,231550.31,18328.98,8.6
2024-12-01,303,215403.76,229934.36,14530.6,6.75
2025-01-01,303,263832.67,213360.54,50472.13,19.13
2025-02-01,303,241704.19,246597.03,4892.85,2.02
2025-03-01,303,245084.82,245009.95,74.88,0.03
2025-04-01,303,262781.72,237878.75,24902.97,9.48
2025-05-01,303,274059.52,235602.11,38457.41,14.03
2025-06-01,303,221932.04,272143.36,50211.31,22.62
2025-07-01,303,215430.71,234019.98,18589.26,8.63
2025-08-01,303,248013.85,221068.7,26945.15,10.86
2025-09-01,303,273701.56,235046.54,38655.02,14.12
2025-10-01,303,319100.67,265285.87,53814.81,16.86
2025-11-01,303,254630.61,301160.55,46529.93,18.27
2020-01-01,306,10.65,9.64,1.01,9.49
2020-02-01,306,7.79,11.41,3.62,46.5
2020-03-01,306,9.49,8.91,0.59,6.18
2020-04-01,306,9.97,9.89,0.08,0.85
2020-05-01,306,9.35,10.62,1.27,13.63
2020-06-01,306,8.12,9.97,1.85,22.78
2020-07-01,306,7.4,9.43,2.04,27.53
2020-08-01,306,8.76,8.2,0.56,6.4
2020-09-01,306,7.22,8.45,1.22,16.93
2020-10-01,306,6.35,7.58,1.23,19.45
2020-11-01,306,8.45,7.23,1.22,14.45
2020-12-01,306,8.35,8.2,0.15,1.82
2021-01-01,306,8.13,8.93,0.8,9.9
2021-02-01,306,7.65,8.47,0.82,10.76
2021-03-01,306,8.42,8.09,0.33,3.91
2021-04-01,306,9.48,8.64,0.84,8.82
2021-05-01,306,6.87,9.21,2.34,34.1
2021-06-01,306,6.61,7.89,1.28,19.32
2021-07-01,306,6.98,6.94,0.04,0.59
2021-08-01,306,7.08,7.65,0.57,8.08
2021-09-01,306,6.51,7.28,0.78,11.96
2021-10-01,306,7.19,6.6,0.6,8.28
2021-11-01,306,7.56,7.47,0.09,1.22
2021-12-01,306,7.18,7.65,0.47,6.58
2022-01-01,306,7.61,7.48,0.13,1.66
2022-02-01,306,7.58,7.62,0.04,0.56
2021-01-01,312,3160.0,3089.11,70.89,2.24
2021-02-01,312,2531.62,3101.58,569.96,22.51
2021-03-01,312,2540.85,2571.66,30.8,1.21
2021-04-01,312,2316.02,2533.78,217.76,9.4
2021-05-01,312,3081.6,2344.1,737.5,23.93
2021-06-01,312,3157.23,3155.45,1.78,0.06
2021-07-01,312,3168.19,3205.12,36.93,1.17
2021-08-01,312,2991.08,3182.67,191.59,6.41
2021-09-01,312,3265.6,2924.22,341.38,10.45
2021-10-01,312,3317.77,3307.26,10.51,0.32
2021-11-01,312,3392.36,3304.6,87.76,2.59
2021-12-01,312,3220.83,3455.34,234.51,7.28
2022-01-01,312,3230.69,3181.01,49.68,1.54
2022-02-01,312,3042.79,3266.2,223.41,7.34
