Opportunity_ID,Industry,Deal_Size,Sales_Cycle_Days,Status,Close_Date
OPP-2367,Manufacturing,22261.85,,Lost,2023-12-24 03:09:49.797959592
OPP-2368,IT_Tech,31691.22,73.0,Won,2023-12-24 09:26:01.992398480
OPP-2369,IT_Tech,67296.41,71.0,Lost,2023-12-24 15:42:14.186837368
OPP-2370,Manufacturing,24281.07,63.0,Won,2023-12-24 21:58:26.381276256
OPP-2371,IT_Tech,39904.24,83.0,Lost,2023-12-25 04:14:38.575715144
OPP-2372,Manufacturing,26151.33,63.0,Won,2023-12-25 10:30:50.770154032
OPP-2373,health-care,62555.82,88.0,Won,2023-12-25 16:47:02.964592920
OPP-2374,IT_Tech,17068.32,82.0,Lost,2023-12-25 23:03:15.159031808
OPP-2375,Manufacturing,32523.91,52.0,Won,2023-12-26 05:19:27.353470692
OPP-2376,health-care,65106.31,91.0,Lost,2023-12-26 11:35:39.547909580
OPP-2377,Finance,101131.08,105.0,Lost,2023-12-26 17:51:51.742348468
OPP-2378,health-care,83614.19,82.0,Lost,2023-12-27 00:08:03.936787356
OPP-2379,Finance,35630.76,80.0,Won,2023-12-27 06:24:16.131226244
OPP-2380,IT_Tech,62448.6,89.0,Lost,2023-12-27 12:40:28.325665132
OPP-2381,health-care,82965.64,75.0,Lost,2023-12-27 18:56:40.520104020
OPP-2382,Manufacturing,40102.61,76.0,Lost,2023-12-28 01:12:52.714542908
OPP-2383,IT_Tech,36149.15,57.0,Won,2023-12-28 07:29:04.908981796
OPP-2384,Finance,53602.21,77.0,Lost,2023-12-28 13:45:17.103420684
OPP-2385,health-care,83339.79,85.0,Lost,2023-12-28 20:01:29.297859572
OPP-2386,Retail,16946.12,74.0,Won,2023-12-29 02:17:41.492298460
OPP-2387,IT_Tech,15162.07,80.0,Won,2023-12-29 08:33:53.686737348
OPP-2388,Manufacturing,27739.69,62.0,Won,2023-12-29 14:50:05.881176236
OPP-2389,health-care,62757.4,70.0,Won,2023-12-29 21:06:18.075615124
OPP-2390,IT_Tech,41278.01,97.0,Won,2023-12-30 03:22:30.270054012
OPP-2391,IT_Tech,65950.22,75.0,Lost,2023-12-30 09:38:42.464492900
OPP-2392,IT_Tech,24689.41,73.0,Won,2023-12-30 15:54:54.658931788
OPP-2393,Finance,54242.66,75.0,Won,2023-12-30 22:11:06.853370672
OPP-2394,health-care,53770.46,66.0,Won,2023-12-31 04:27:19.047809560
OPP-2395,Retail,8948.46,83.0,Won,2023-12-31 10:43:31.242248448
OPP-2396,health-care,59378.54,70.0,Lost,2023-12-31 16:59:43.436687336
OPP-2397,IT_Tech,53391.19,62.0,Lost,2023-12-31 23:15:55.631126224
OPP-2398,Finance,38859.14,68.0,Won,2024-01-01 05:32:07.825565112
OPP-2399,Retail,16546.12,43.0,Lost,2024-01-01 11:48:20.020004000
OPP-2400,IT_Tech,15507.03,59.0,Won,2024-01-01 18:04:32.214442888
OPP-2401,IT_Tech,27428.31,59.0,Won,2024-01-02 00:20:44.408881776
OPP-2402,IT_Tech,30799.55,79.0,Won,2024-01-02 06:36:56.603320664
OPP-2403,Retail,30866.6,64.0,Lost,2024-01-02 12:53:08.797759552
OPP-2404,Finance,62014.2,87.0,Lost,2024-01-02 19:09:20.992198440
OPP-2405,health-care,19521.15,85.0,Lost,2024-01-03 01:25:33.186637328
OPP-2406,Retail,4917.5,68.0,Lost,2024-01-03 07:41:45.381076216
OPP-2407,Retail,13588.98,64.0,Won,2024-01-03 13:57:57.575515104
OPP-2408,Finance,105689.68,82.0,Won,2024-01-03 20:14:09.769953992
OPP-2409,Manufacturing,43814.84,56.0,Won,2024-01-04 02:30:21.964392880
OPP-2410,IT_Tech,39489.3,72.0,Won,2024-01-04 08:46:34.158831768
OPP-2411,IT_Tech,64934.2,67.0,Won,2024-01-04 15:02:46.353270652
OPP-2412,IT_Tech,,79.0,Won,2024-01-04 21:18:58.547709540
OPP-2413,IT_Tech,56809.3,107.0,Won,2024-01-05 03:35:10.742148428
OPP-2414,Finance,27468.39,77.0,Won,2024-01-05 09:51:22.936587316
OPP-2415,Manufacturing,23098.57,46.0,Won,2024-01-05 16:07:35.131026204
OPP-2416,IT_Tech,14712.89,62.0,Won,2024-01-05 22:23:47.325465092
OPP-2417,IT_Tech,31652.66,74.0,Won,2024-01-06 04:39:59.519903980
OPP-2418,health-care,71128.49,79.0,Lost,2024-01-06 10:56:11.714342868
OPP-2419,Manufacturing,38447.57,65.0,Lost,2024-01-06 17:12:23.908781756
OPP-2420,health-care,75896.82,,Lost,2024-01-06 23:28:36.103220644
OPP-2421,Finance,41917.89,59.0,Won,2024-01-07 05:44:48.297659532
OPP-2422,IT_Tech,33020.36,61.0,Won,2024-01-07 12:01:00.492098420
OPP-2423,IT_Tech,17176.14,76.0,Lost,2024-01-07 18:17:12.686537308
OPP-2424,Manufacturing,71798.19,66.0,Lost,2024-01-08 00:33:24.880976196
OPP-2425,Manufacturing,31200.42,78.0,Lost,2024-01-08 06:49:37.075415084
OPP-2426,IT_Tech,28440.14,55.0,Won,2024-01-08 13:05:49.269853972
OPP-2427,Manufacturing,80375.94,100.0,Lost,2024-01-08 19:22:01.464292860
OPP-2428,Finance,34705.45,,Lost,2024-01-09 01:38:13.658731748
OPP-2429,Manufacturing,20685.88,66.0,Won,2024-01-09 07:54:25.853170632
OPP-2430,health-care,37883.38,77.0,Won,2024-01-09 14:10:38.047609520
OPP-2431,Finance,70212.19,71.0,Lost,2024-01-09 20:26:50.242048408
OPP-2432,health-care,94748.28,81.0,Lost,2024-01-10 02:43:02.436487296
OPP-2433,Finance,113983.08,88.0,Lost,2024-01-10 08:59:14.630926184
OPP-2434,IT_Tech,131399.51,94.0,Won,2024-01-10 15:15:26.825365072
OPP-2435,IT_Tech,11793.26,75.0,Lost,2024-01-10 21:31:39.019803960
OPP-2436,health-care,105370.85,78.0,Lost,2024-01-11 03:47:51.214242848
OPP-2437,Retail,10111.56,62.0,Won,2024-01-11 10:04:03.408681736
OPP-2438,IT_Tech,27086.55,99.0,Won,2024-01-11 16:20:15.603120624
OPP-2439,Finance,50419.67,87.0,Won,2024-01-11 22:36:27.797559512
OPP-2440,Manufacturing,23054.47,,Lost,2024-01-12 04:52:39.991998400
OPP-2441,IT_Tech,,80.0,Lost,2024-01-12 11:08:52.186437288
OPP-2442,Finance,121221.94,77.0,Lost,2024-01-12 17:25:04.380876176
OPP-2443,health-care,74155.36,76.0,Lost,2024-01-12 23:41:16.575315064
OPP-2444,Manufacturing,71361.08,63.0,Lost,2024-01-13 05:57:28.769753952
OPP-2445,IT_Tech,17047.1,63.0,Won,2024-01-13 12:13:40.964192840
OPP-2446,Finance,32911.48,94.0,Lost,2024-01-13 18:29:53.158631728
OPP-2447,Retail,4496.33,65.0,Won,2024-01-14 00:46:05.353070612
OPP-2448,Manufacturing,25598.59,41.0,Won,2024-01-14 07:02:17.547509500
OPP-2449,Finance,80581.08,93.0,Lost,2024-01-14 13:18:29.741948388
OPP-2450,health-care,77785.88,91.0,Lost,2024-01-14 19:34:41.936387276
OPP-2451,Finance,79985.86,74.0,Won,2024-01-15 01:50:54.130826164
OPP-2452,Manufacturing,17934.32,77.0,Lost,2024-01-15 08:07:06.325265052
OPP-2453,Finance,,71.0,Lost,2024-01-15 14:23:18.519703940
OPP-2454,IT_Tech,40937.99,68.0,Won,2024-01-15 20:39:30.714142828
OPP-2455,Manufacturing,52392.94,94.0,Won,2024-01-16 02:55:42.908581716
OPP-2456,Finance,23490.3,67.0,Won,2024-01-16 09:11:55.103020604
OPP-2457,Finance,88158.76,57.0,Lost,2024-01-16 15:28:07.297459492
OPP-2458,IT_Tech,20052.67,68.0,Won,2024-01-16 21:44:19.491898380
OPP-2459,Finance,57618.91,75.0,Lost,2024-01-17 04:00:31.686337268
OPP-2460,health-care,100772.31,95.0,Lost,2024-01-17 10:16:43.880776156
OPP-2461,Finance,77238.72,78.0,Won,2024-01-17 16:32:56.075215044
OPP-2462,IT_Tech,23723.7,65.0,Won,2024-01-17 22:49:08.269653932
OPP-2463,Finance,73406.22,90.0,Lost,2024-01-18 05:05:20.464092820
OPP-2464,Manufacturing,16885.87,69.0,Won,2024-01-18 11:21:32.658531708
OPP-2465,IT_Tech,64546.02,68.0,Won,2024-01-18 17:37:44.852970592
OPP-2466,Manufacturing,32772.92,86.0,Won,2024-01-18 23:53:57.047409480
OPP-2467,health-care,143075.82,85.0,Lost,2024-01-19 06:10:09.241848368
OPP-2468,Manufacturing,27909.83,71.0,Lost,2024-01-19 12:26:21.436287256
OPP-2469,Retail,10282.64,66.0,Won,2024-01-19 18:42:33.630726144
OPP-2470,Finance,46234.79,62.0,Lost,2024-01-20 00:58:45.825165032
OPP-2471,Retail,20704.1,,Won,2024-01-20 07:14:58.019603920
OPP-2472,Manufacturing,25470.71,71.0,Lost,2024-01-20 13:31:10.214042808
OPP-2473,health-care,107662.57,78.0,Lost,2024-01-20 19:47:22.408481696
OPP-2474,health-care,58135.31,92.0,Won,2024-01-21 02:03:34.602920584
OPP-2475,Finance,22346.43,72.0,Won,2024-01-21 08:19:46.797359472
OPP-2476,Retail,10045.13,74.0,Won,2024-01-21 14:35:58.991798360
OPP-2477,Retail,7408.96,62.0,Won,2024-01-21 20:52:11.186237248
OPP-2478,Retail,13588.12,79.0,Won,2024-01-22 03:08:23.380676136
OPP-2479,health-care,35801.87,78.0,Lost,2024-01-22 09:24:35.575115024
OPP-2480,Retail,21226.12,69.0,Won,2024-01-22 15:40:47.769553912
OPP-2481,IT_Tech,34698.86,73.0,Won,2024-01-22 21:56:59.963992800
OPP-2482,Finance,65738.66,66.0,Lost,2024-01-23 04:13:12.158431688
OPP-2483,IT_Tech,50410.06,81.0,Lost,2024-01-23 10:29:24.352870572
OPP-2484,health-care,130397.68,81.0,Lost,2024-01-23 16:45:36.547309460
OPP-2485,health-care,72253.84,72.0,Lost,2024-01-23 23:01:48.741748348
OPP-2486,health-care,46040.64,88.0,Lost,2024-01-24 05:18:00.936187236
OPP-2487,Finance,25225.69,55.0,Won,2024-01-24 11:34:13.130626124
OPP-2488,health-care,48454.0,70.0,Won,2024-01-24 17:50:25.325065012
OPP-2489,health-care,50497.17,88.0,Won,2024-01-25 00:06:37.519503900
OPP-2490,IT_Tech,38312.39,77.0,Won,2024-01-25 06:22:49.713942788
OPP-2491,health-care,59451.25,76.0,Lost,2024-01-25 12:39:01.908381676
OPP-2492,IT_Tech,51224.16,78.0,Won,2024-01-25 18:55:14.102820564
OPP-2493,IT_Tech,26729.11,73.0,Lost,2024-01-26 01:11:26.297259452
OPP-2494,Finance,70669.92,59.0,Lost,2024-01-26 07:27:38.491698340
OPP-2495,Finance,148805.07,79.0,Lost,2024-01-26 13:43:50.686137228
OPP-2496,Finance,89777.99,99.0,Won,2024-01-26 20:00:02.880576116
OPP-2497,health-care,70542.98,70.0,Won,2024-01-27 02:16:15.075015004
OPP-2498,health-care,50961.89,72.0,Lost,2024-01-27 08:32:27.269453892
OPP-2499,Manufacturing,26459.86,64.0,Won,2024-01-27 14:48:39.463892780
OPP-2500,Finance,43898.35,73.0,Won,2024-01-27 21:04:51.658331668
OPP-2501,health-care,52859.67,69.0,Won,2024-01-28 03:21:03.852770552
OPP-2502,IT_Tech,52988.64,81.0,Won,2024-01-28 09:37:16.047209440
OPP-2503,health-care,64014.64,79.0,Won,2024-01-28 15:53:28.241648328
OPP-2504,health-care,32537.1,82.0,Lost,2024-01-28 22:09:40.436087216
OPP-2505,health-care,211271.98,73.0,Lost,2024-01-29 04:25:52.630526104
OPP-2506,Finance,88608.15,75.0,Lost,2024-01-29 10:42:04.824964992
OPP-2507,Finance,31439.93,69.0,Won,2024-01-29 16:58:17.019403880
OPP-2508,Finance,56099.97,82.0,Lost,2024-01-29 23:14:29.213842768
OPP-2509,Retail,14121.35,57.0,Lost,2024-01-30 05:30:41.408281656
OPP-2510,Retail,31328.89,83.0,Won,2024-01-30 11:46:53.602720544
OPP-2511,Retail,7676.69,76.0,Won,2024-01-30 18:03:05.797159432
OPP-2512,Manufacturing,,65.0,Won,2024-01-31 00:19:17.991598320
OPP-2513,IT_Tech,,72.0,Lost,2024-01-31 06:35:30.186037208
OPP-2514,IT_Tech,26520.49,64.0,Lost,2024-01-31 12:51:42.380476096
OPP-2515,IT_Tech,31610.45,104.0,Lost,2024-01-31 19:07:54.574914984
OPP-2516,Finance,39269.93,68.0,Won,2024-02-01 01:24:06.769353872
OPP-2517,Manufacturing,32802.81,92.0,Won,2024-02-01 07:40:18.963792760
OPP-2518,IT_Tech,,58.0,Won,2024-02-01 13:56:31.158231648
OPP-2519,Manufacturing,50504.87,63.0,Won,2024-02-01 20:12:43.352670532
OPP-2520,IT_Tech,62635.77,69.0,Lost,2024-02-02 02:28:55.547109420
OPP-2521,Manufacturing,24983.03,60.0,Won,2024-02-02 08:45:07.741548308
OPP-2522,health-care,22462.55,66.0,Lost,2024-02-02 15:01:19.935987196
OPP-2523,IT_Tech,35931.79,64.0,Won,2024-02-02 21:17:32.130426084
OPP-2524,health-care,,69.0,Lost,2024-02-03 03:33:44.324864972
OPP-2525,IT_Tech,41138.88,88.0,Won,2024-02-03 09:49:56.519303860
OPP-2526,IT_Tech,30842.95,87.0,Lost,2024-02-03 16:06:08.713742748
OPP-2527,health-care,78814.42,90.0,Lost,2024-02-03 22:22:20.908181636
OPP-2528,Retail,28501.8,78.0,Lost,2024-02-04 04:38:33.102620524
OPP-2529,Finance,91953.7,81.0,Lost,2024-02-04 10:54:45.297059412
OPP-2530,health-care,58453.04,70.0,Lost,2024-02-04 17:10:57.491498300
OPP-2531,Finance,54169.93,64.0,Lost,2024-02-04 23:27:09.685937188
OPP-2532,Retail,12271.98,70.0,Won,2024-02-05 05:43:21.880376076
OPP-2533,IT_Tech,82320.05,65.0,Lost,2024-02-05 11:59:34.074814964
OPP-2534,health-care,65514.03,65.0,Lost,2024-02-05 18:15:46.269253852
OPP-2535,IT_Tech,35957.85,87.0,Lost,2024-02-06 00:31:58.463692740
OPP-2536,IT_Tech,28533.76,94.0,Won,2024-02-06 06:48:10.658131624
OPP-2537,Finance,141405.94,87.0,Lost,2024-02-06 13:04:22.852570512
OPP-2538,IT_Tech,96753.19,93.0,Lost,2024-02-06 19:20:35.047009400
OPP-2539,Finance,95833.52,77.0,Lost,2024-02-07 01:36:47.241448288
OPP-2540,Retail,13924.24,50.0,Won,2024-02-07 07:52:59.435887176
OPP-2541,IT_Tech,36989.58,80.0,Won,2024-02-07 14:09:11.630326064
OPP-2542,Finance,17490.55,75.0,Won,2024-02-07 20:25:23.824764952
OPP-2543,IT_Tech,52710.79,76.0,Won,2024-02-08 02:41:36.019203840
OPP-2544,Manufacturing,38835.23,71.0,Won,2024-02-08 08:57:48.213642728
OPP-2545,health-care,94561.46,91.0,Lost,2024-02-08 15:14:00.408081616
OPP-2546,Retail,,52.0,Lost,2024-02-08 21:30:12.602520504
OPP-2547,Finance,58065.44,67.0,Won,2024-02-09 03:46:24.796959392
OPP-2548,IT_Tech,,,Won,2024-02-09 10:02:36.991398280
OPP-2549,Finance,134992.4,83.0,Lost,2024-02-09 16:18:49.185837168
OPP-2550,Manufacturing,30050.06,59.0,Lost,2024-02-09 22:35:01.380276056
OPP-2551,Finance,255147.27,78.0,Lost,2024-02-10 04:51:13.574714944
OPP-2552,Retail,16571.36,59.0,Won,2024-02-10 11:07:25.769153832
OPP-2553,Manufacturing,19190.27,65.0,Lost,2024-02-10 17:23:37.963592720
OPP-2554,IT_Tech,,,Won,2024-02-10 23:39:50.158031604
OPP-2555,IT_Tech,26216.98,72.0,Lost,2024-02-11 05:56:02.352470492
OPP-2556,Finance,19601.68,84.0,Won,2024-02-11 12:12:14.546909380
OPP-2557,health-care,190933.9,86.0,Lost,2024-02-11 18:28:26.741348268
OPP-2558,Retail,18988.17,87.0,Won,2024-02-12 00:44:38.935787156
OPP-2559,Manufacturing,47410.72,91.0,Won,2024-02-12 07:00:51.130226044
OPP-2560,health-care,80760.41,88.0,Lost,2024-02-12 13:17:03.324664932
OPP-2561,IT_Tech,18196.62,69.0,Won,2024-02-12 19:33:15.519103820
OPP-2562,Retail,10490.14,65.0,Won,2024-02-13 01:49:27.713542708
OPP-2563,IT_Tech,55320.03,85.0,Won,2024-02-13 08:05:39.907981596
OPP-2564,Retail,7898.2,58.0,Won,2024-02-13 14:21:52.102420484
OPP-2565,health-care,16009.51,45.0,Lost,2024-02-13 20:38:04.296859372
OPP-2566,Finance,63814.54,83.0,Lost,2024-02-14 02:54:16.491298260
OPP-2567,IT_Tech,33830.61,59.0,Lost,2024-02-14 09:10:28.685737148
OPP-2568,Finance,79327.33,67.0,Lost,2024-02-14 15:26:40.880176036
OPP-2569,health-care,113222.61,81.0,Lost,2024-02-14 21:42:53.074614924
OPP-2570,Finance,107212.0,79.0,Lost,2024-02-15 03:59:05.269053812
OPP-2571,IT_Tech,41331.69,57.0,Won,2024-02-15 10:15:17.463492700
OPP-2572,Retail,24288.68,72.0,Won,2024-02-15 16:31:29.657931584
OPP-2573,Manufacturing,,79.0,Lost,2024-02-15 22:47:41.852370472
OPP-2574,IT_Tech,46736.98,61.0,Won,2024-02-16 05:03:54.046809360
OPP-2575,IT_Tech,49675.6,,Won,2024-02-16 11:20:06.241248248
OPP-2576,IT_Tech,19540.0,,Won,2024-02-16 17:36:18.435687136
OPP-2577,Finance,29681.45,97.0,Won,2024-02-16 23:52:30.630126024
OPP-2578,Finance,46743.7,70.0,Lost,2024-02-17 06:08:42.824564912
OPP-2579,Finance,49171.78,77.0,Lost,2024-02-17 12:24:55.019003800
OPP-2580,IT_Tech,52929.16,53.0,Lost,2024-02-17 18:41:07.213442688
OPP-2581,health-care,50578.24,75.0,Won,2024-02-18 00:57:19.407881576
OPP-2582,Finance,43747.55,77.0,Lost,2024-02-18 07:13:31.602320464
OPP-2583,health-care,50666.48,,Lost,2024-02-18 13:29:43.796759352
OPP-2584,Manufacturing,63533.09,70.0,Lost,2024-02-18 19:45:55.991198240
OPP-2585,IT_Tech,36553.11,62.0,Won,2024-02-19 02:02:08.185637128
OPP-2586,Finance,,91.0,Lost,2024-02-19 08:18:20.380076016
OPP-2587,health-care,68459.44,78.0,Lost,2024-02-19 14:34:32.574514904
OPP-2588,health-care,158773.86,102.0,Lost,2024-02-19 20:50:44.768953792
OPP-2589,Retail,9185.8,57.0,Lost,2024-02-20 03:06:56.963392680
OPP-2590,Finance,161023.4,78.0,Lost,2024-02-20 09:23:09.157831564
OPP-2591,Manufacturing,40346.02,84.0,Won,2024-02-20 15:39:21.352270452
OPP-2592,IT_Tech,33516.41,53.0,Lost,2024-02-20 21:55:33.546709340
OPP-2593,IT_Tech,126810.64,67.0,Lost,2024-02-21 04:11:45.741148228
OPP-2594,Retail,7880.76,75.0,Lost,2024-02-21 10:27:57.935587116
OPP-2595,Finance,59147.44,62.0,Lost,2024-02-21 16:44:10.130026004
OPP-2596,IT_Tech,19609.79,47.0,Won,2024-02-21 23:00:22.324464892
OPP-2597,IT_Tech,58467.77,99.0,Lost,2024-02-22 05:16:34.518903784
OPP-2598,IT_Tech,84507.41,62.0,Won,2024-02-22 11:32:46.713342672
OPP-2599,Manufacturing,83697.25,81.0,Lost,2024-02-22 17:48:58.907781552
OPP-2600,IT_Tech,,78.0,Lost,2024-02-23 00:05:11.102220440
OPP-2601,health-care,64953.55,43.0,Won,2024-02-23 06:21:23.296659328
OPP-2602,IT_Tech,30253.87,69.0,Won,2024-02-23 12:37:35.491098216
OPP-2603,health-care,26830.6,76.0,Won,2024-02-23 18:53:47.685537104
OPP-2604,IT_Tech,100502.39,84.0,Lost,2024-02-24 01:09:59.879975992
OPP-2605,Finance,96895.35,91.0,Lost,2024-02-24 07:26:12.074414880
OPP-2606,IT_Tech,28396.51,67.0,Won,2024-02-24 13:42:24.268853768
OPP-2607,Retail,25952.64,79.0,Won,2024-02-24 19:58:36.463292656
OPP-2608,IT_Tech,22328.47,61.0,Lost,2024-02-25 02:14:48.657731544
OPP-2609,Finance,93337.13,63.0,Lost,2024-02-25 08:31:00.852170432
OPP-2610,Manufacturing,33312.42,57.0,Won,2024-02-25 14:47:13.046609320
OPP-2611,Finance,107280.94,63.0,Lost,2024-02-25 21:03:25.241048208
OPP-2612,Finance,70393.48,90.0,Lost,2024-02-26 03:19:37.435487096
OPP-2613,health-care,30621.06,54.0,Lost,2024-02-26 09:35:49.629925984
OPP-2614,health-care,76522.94,82.0,Lost,2024-02-26 15:52:01.824364872
OPP-2615,Finance,137216.94,79.0,Lost,2024-02-26 22:08:14.018803760
OPP-2616,Manufacturing,35788.85,72.0,Won,2024-02-27 04:24:26.213242648
OPP-2617,Finance,116432.74,98.0,Lost,2024-02-27 10:40:38.407681536
OPP-2618,Finance,39053.29,68.0,Won,2024-02-27 16:56:50.602120424
OPP-2619,Retail,13185.45,73.0,Won,2024-02-27 23:13:02.796559312
OPP-2620,health-care,50276.53,76.0,Lost,2024-02-28 05:29:14.990998200
OPP-2621,IT_Tech,,74.0,Lost,2024-02-28 11:45:27.185437088
OPP-2622,Finance,74525.37,106.0,Won,2024-02-28 18:01:39.379875976
OPP-2623,Manufacturing,51279.01,58.0,Won,2024-02-29 00:17:51.574314864
OPP-2624,IT_Tech,62558.36,92.0,Lost,2024-02-29 06:34:03.768753752
OPP-2625,Finance,110743.41,89.0,Lost,2024-02-29 12:50:15.963192640
OPP-2626,IT_Tech,,68.0,Lost,2024-02-29 19:06:28.157631528
OPP-2627,Finance,40177.91,93.0,Lost,2024-03-01 01:22:40.352070416
OPP-2628,IT_Tech,36264.95,51.0,Lost,2024-03-01 07:38:52.546509304
OPP-2629,health-care,53111.34,69.0,Lost,2024-03-01 13:55:04.740948192
OPP-2630,Retail,11248.25,50.0,Won,2024-03-01 20:11:16.935387080
OPP-2631,health-care,58412.17,81.0,Won,2024-03-02 02:27:29.129825968
OPP-2632,Finance,40621.17,60.0,Lost,2024-03-02 08:43:41.324264856
OPP-2633,Retail,5020.73,64.0,Won,2024-03-02 14:59:53.518703744
OPP-2634,Manufacturing,26001.99,68.0,Lost,2024-03-02 21:16:05.713142632
OPP-2635,IT_Tech,40002.2,,Lost,2024-03-03 03:32:17.907581512
OPP-2636,health-care,32568.27,77.0,Lost,2024-03-03 09:48:30.102020400
OPP-2637,IT_Tech,36601.38,70.0,Lost,2024-03-03 16:04:42.296459288
OPP-2638,Manufacturing,93913.95,67.0,Lost,2024-03-03 22:20:54.490898176
OPP-2639,Manufacturing,60568.38,110.0,Won,2024-03-04 04:37:06.685337064
OPP-2640,Finance,196049.98,79.0,Lost,2024-03-04 10:53:18.879775952
OPP-2641,Retail,16245.38,41.0,Won,2024-03-04 17:09:31.074214840
OPP-2642,Finance,,73.0,Lost,2024-03-04 23:25:43.268653728
OPP-2643,Finance,47364.16,60.0,Lost,2024-03-05 05:41:55.463092616
OPP-2644,IT_Tech,26313.3,81.0,Lost,2024-03-05 11:58:07.657531504
OPP-2645,Retail,3396.26,60.0,Won,2024-03-05 18:14:19.851970392
OPP-2646,IT_Tech,65714.36,82.0,Lost,2024-03-06 00:30:32.046409280
OPP-2647,Retail,28858.56,67.0,Won,2024-03-06 06:46:44.240848168
OPP-2648,Retail,10131.57,61.0,Won,2024-03-06 13:02:56.435287056
OPP-2649,Retail,11766.65,61.0,Won,2024-03-06 19:19:08.629725944
OPP-2650,IT_Tech,24911.1,69.0,Won,2024-03-07 01:35:20.824164832
OPP-2651,health-care,92004.44,90.0,Lost,2024-03-07 07:51:33.018603720
OPP-2652,IT_Tech,63733.54,81.0,Lost,2024-03-07 14:07:45.213042608
OPP-2653,health-care,25702.33,77.0,Won,2024-03-07 20:23:57.407481496
OPP-2654,IT_Tech,44565.68,80.0,Lost,2024-03-08 02:40:09.601920384
OPP-2655,Manufacturing,31623.76,83.0,Won,2024-03-08 08:56:21.796359272
OPP-2656,Finance,78279.16,82.0,Won,2024-03-08 15:12:33.990798160
OPP-2657,health-care,96316.64,84.0,Lost,2024-03-08 21:28:46.185237048
OPP-2658,health-care,65321.63,91.0,Lost,2024-03-09 03:44:58.379675936
OPP-2659,health-care,68723.6,69.0,Lost,2024-03-09 10:01:10.574114824
OPP-2660,Finance,,67.0,Won,2024-03-09 16:17:22.768553712
OPP-2661,Finance,130900.1,68.0,Lost,2024-03-09 22:33:34.962992600
OPP-2662,Manufacturing,44773.87,77.0,Lost,2024-03-10 04:49:47.157431488
OPP-2663,health-care,83478.98,57.0,Lost,2024-03-10 11:05:59.351870376
OPP-2664,Manufacturing,19235.72,,Won,2024-03-10 17:22:11.546309264
OPP-2665,Manufacturing,30052.77,70.0,Lost,2024-03-10 23:38:23.740748152
OPP-2666,IT_Tech,56916.16,90.0,Lost,2024-03-11 05:54:35.935187040
OPP-2667,Manufacturing,37006.48,65.0,Won,2024-03-11 12:10:48.129625928
OPP-2668,IT_Tech,50501.87,73.0,Won,2024-03-11 18:27:00.324064816
OPP-2669,Retail,32314.0,86.0,Lost,2024-03-12 00:43:12.518503704
OPP-2670,health-care,136374.99,99.0,Won,2024-03-12 06:59:24.712942592
OPP-2671,Manufacturing,38047.06,65.0,Lost,2024-03-12 13:15:36.907381472
OPP-2672,Manufacturing,28127.57,73.0,Won,2024-03-12 19:31:49.101820360
OPP-2673,Retail,3726.5,61.0,Won,2024-03-13 01:48:01.296259248
OPP-2674,Retail,12280.99,70.0,Won,2024-03-13 08:04:13.490698136
OPP-2675,health-care,60137.72,73.0,Lost,2024-03-13 14:20:25.685137024
OPP-2676,IT_Tech,44142.71,90.0,Lost,2024-03-13 20:36:37.879575912
OPP-2677,health-care,66679.77,55.0,Lost,2024-03-14 02:52:50.074014800
OPP-2678,IT_Tech,,67.0,Lost,2024-03-14 09:09:02.268453688
OPP-2679,Finance,25143.65,76.0,Lost,2024-03-14 15:25:14.462892576
OPP-2680,health-care,41606.82,79.0,Lost,2024-03-14 21:41:26.657331464
OPP-2681,Manufacturing,46088.81,91.0,Lost,2024-03-15 03:57:38.851770352
OPP-2682,Finance,204749.91,99.0,Lost,2024-03-15 10:13:51.046209240
OPP-2683,Retail,12723.9,62.0,Won,2024-03-15 16:30:03.240648128
OPP-2684,IT_Tech,42783.4,90.0,Lost,2024-03-15 22:46:15.435087016
OPP-2685,Manufacturing,58468.25,68.0,Lost,2024-03-16 05:02:27.629525904
OPP-2686,Manufacturing,24210.77,81.0,Lost,2024-03-16 11:18:39.823964792
OPP-2687,health-care,,101.0,Lost,2024-03-16 17:34:52.018403680
OPP-2688,Finance,46896.86,89.0,Won,2024-03-16 23:51:04.212842568
OPP-2689,Retail,20586.94,70.0,Won,2024-03-17 06:07:16.407281456
OPP-2690,IT_Tech,39171.37,70.0,Won,2024-03-17 12:23:28.601720344
OPP-2691,Finance,87471.74,61.0,Lost,2024-03-17 18:39:40.796159232
OPP-2692,health-care,45726.85,78.0,Lost,2024-03-18 00:55:52.990598120
OPP-2693,IT_Tech,51715.67,62.0,Lost,2024-03-18 07:12:05.185037008
OPP-2694,health-care,255461.69,77.0,Lost,2024-03-18 13:28:17.379475896
OPP-2695,IT_Tech,21939.5,55.0,Won,2024-03-18 19:44:29.573914784
OPP-2696,IT_Tech,30641.8,66.0,Won,2024-03-19 02:00:41.768353672
OPP-2697,IT_Tech,40774.16,73.0,Won,2024-03-19 08:16:53.962792560
OPP-2698,Manufacturing,53809.38,79.0,Lost,2024-03-19 14:33:06.157231448
OPP-2699,Finance,52274.93,68.0,Lost,2024-03-19 20:49:18.351670336
OPP-2700,Manufacturing,8808.61,76.0,Won,2024-03-20 03:05:30.546109224
OPP-2701,health-care,165299.41,81.0,Lost,2024-03-20 09:21:42.740548112
OPP-2702,health-care,115416.62,72.0,Lost,2024-03-20 15:37:54.934987000
